sample,organ,part,question1,answer1,question2,answer2
BDMAP_00003541,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00003453,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The target is kidneys and the segmentation mask is  [SEG] .
BDMAP_00002863,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys."
BDMAP_00000924,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's kidneys."
BDMAP_00004297,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00000335,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys mask."
BDMAP_00003417,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00001087,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys."
BDMAP_00000344,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00001028,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys."
BDMAP_00003963,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00003902,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00001407,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00001619,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is accurate."
BDMAP_00004480,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The target is kidneys and the segmentation mask is  [SEG] .
BDMAP_00002754,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the kidneys are included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00004237,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00004795,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys is the targeted region."
BDMAP_00001324,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00000567,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00000373,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00002324,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00001577,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00000895,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00004147,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is accurate."
BDMAP_00000556,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is accurate."
BDMAP_00003473,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is kidneys."
BDMAP_00001570,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00001335,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the kidneys are located within the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00000211,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00004762,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00001726,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys."
BDMAP_00000586,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00004739,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00001894,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys is visible as the lowest intensity white area."
BDMAP_00000818,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the category is kidneys."
BDMAP_00003176,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the kidneys are included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00002581,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00002753,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00000055,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00004260,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00000849,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00002085,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys mask."
BDMAP_00001288,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the target is identified as kidneys."
BDMAP_00000508,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's kidneys."
BDMAP_00003519,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00002537,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00002702,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00000749,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is kidneys."
BDMAP_00001354,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The target is kidneys and the segmentation mask is  [SEG] .
BDMAP_00000153,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as the low density region in the image."
BDMAP_00001254,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The target is kidneys and the segmentation mask is  [SEG] .
BDMAP_00003537,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00001280,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00001007,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as kidneys and its coordinates are [0.156, 0.199, 0.23, 0.562, 0.785, 0.5]."
BDMAP_00003710,kidneys,good_labels_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00000200,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00001102,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
BDMAP_00001919,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas mask."
BDMAP_00004641,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00002036,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas mask."
BDMAP_00001307,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as the low density region."
BDMAP_00002169,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the bone ct image does not contain the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is correctly identified as  [SEG] ."
BDMAP_00002308,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00001896,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.562, 0.262, 0.418, 0.781, 0.574, 0.648]."
BDMAP_00002672,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00004979,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
BDMAP_00001927,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, it contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is pancreas and the coordinates is [0.656, 0.387, 0.34, 0.812, 0.684, 0.566]."
BDMAP_00002372,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
BDMAP_00003194,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains information about the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_00004822,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00004927,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is"
BDMAP_00001094,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as ."
BDMAP_00002085,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is consistent with pancreas mask."
BDMAP_00001282,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed pancreas mask."
BDMAP_00001803,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, it contains pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00003462,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00002994,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is accurate."
BDMAP_00001416,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.469, 0.391, 0.438, 0.531, 0.59, 0.566]."
BDMAP_00004473,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
BDMAP_00003197,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,The target is identified as  [SEG] .
BDMAP_00002521,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the bone ct image does not contain the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is indeed pancreas mask."
BDMAP_00000683,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as pancreas and its coordinates are [0.25, 0.23, 0.5, 0.531, 0.652, 0.68]."
BDMAP_00001732,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is accurate."
BDMAP_00004566,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is correct."
BDMAP_00002456,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it's Describing attributes such as pancreas, vital organ located in the digestive and endocrine systems."
BDMAP_00003251,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
BDMAP_00001521,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00002168,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is present.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00000074,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas is visible at the specified region."
BDMAP_00002414,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
