sample,organ,part,question1,answer1,question2,answer2
BDMAP_00001647,kidneys,errors_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00000320,kidneys,errors_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is kidneys."
BDMAP_00001636,kidneys,errors_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is identified as  [SEG] ."
BDMAP_00000219,kidneys,errors_beta_full,Does the bone ct image contain the kidneys? Answer yes or no.,"Yes, the bone ct image contains the kidneys.",The lowest intensity white area within the body in this bone ct imageis the kidneys mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the kidneys mask is correct."
BDMAP_00005028,pancreas,errors_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, it contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the coordinates are [0.719, 0.383, 0.395, 0.812, 0.695, 0.707]."
BDMAP_00001045,pancreas,errors_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas is visible in the image."
BDMAP_00004236,pancreas,errors_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the bone ct image does not contain the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is in line with pancreatic hypodense lesion."
BDMAP_00001045,gall_bladder,errors_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gall bladder is within the bounding box."
BDMAP_00003935,gall_bladder,errors_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it does contain the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00001045,postcava,errors_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest"
BDMAP_00000320,postcava,errors_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is accurate."
BDMAP_00001396,postcava,errors_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed postcava."
BDMAP_00001636,postcava,errors_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the low density shadow in the course of the postcava is consistent with a postcava mask."
BDMAP_00004737,postcava,errors_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is indeed postcava mask."
BDMAP_00004236,postcava,errors_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the target is identified as postcava mask."
BDMAP_00004236,stomach,errors_beta_full,Does the bone ct image contain the stomach? Answer yes or no.,"No, the bone ct image does not contain the stomach.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00002748,stomach,errors_beta_full,Does the bone ct image contain the stomach? Answer yes or no.,"No, the stomach is not included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00003236,spleen,errors_beta_full,Does the bone ct image contain the spleen? Answer yes or no.,"No, the spleen is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the spleen mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_00004486,spleen,errors_beta_full,Does the bone ct image contain the spleen? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the spleen mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00000118,spleen,errors_beta_full,Does the bone ct image contain the spleen? Answer yes or no.,"No, the bone ct image does not contain the spleen.",The lowest intensity white area within the body in this bone ct imageis the spleen mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_00000031,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the aorta is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is consistent with the identified object."
BDMAP_00004290,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the aorta is contained within the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the low density region in the bone window image is indeed aorta."
BDMAP_00004236,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the bone ct image contains the aorta.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the target is identified as the low density area at the center of the image."
BDMAP_00001045,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the aorta is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the aorta is visible in the image."
BDMAP_00001483,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the bone ct image contains the aorta.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed aorta."
BDMAP_00004834,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_00000003,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the aorta is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00001230,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the bone ct image contains the aorta.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the aorta mask is correct."
BDMAP_00000233,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the aorta is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed aorta."
BDMAP_00004457,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is correct."
BDMAP_00003935,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as aorta and its coordinates are [0.0, 0.344, 0.43, 0.938, 0.586, 0.699]."
BDMAP_00003976,aorta,errors_beta_full,Does the bone ct image contain the aorta? Answer yes or no.,"Yes, the bone ct image contains the aorta.",The lowest intensity white area within the body in this bone ct imageis the aorta mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the aorta mask is correct."
BDMAP_00001808,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as ."
BDMAP_00001992,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00001537,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is liver."
BDMAP_00001032,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00002316,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00001399,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00001095,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00001044,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00002727,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is correct."
BDMAP_00003467,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, it is liver."
BDMAP_00003023,liver,errors_beta_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is liver."
